split,sequence,block_id,workload_phase,prompt_tokens,output_tokens,concurrency,requested_power_limit_w,requested_clock_mhz,batch_index,request_index,prompt_tokens_observed,completion_tokens,ttft_s,tpot_s,total_s,start_elapsed_s,end_elapsed_s
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,5,0,128,32,0.69559342499997,0.10079343096774371,3.820189785000025,546.805634995,550.62582478
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,5,1,128,32,0.15670935600007851,0.11493241332257845,3.7196141690000104,546.804233173,550.523847342
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,5,2,128,32,0.6952639410000074,0.10078683322580761,3.8196557710000434,546.80541724,550.625073011
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,5,3,128,32,0.6963106590000052,0.10080451974193518,3.8212507709999954,546.804480795,550.625731566
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,5,4,128,32,0.6938874939999096,0.10077986945161536,3.818063446999986,546.807095857,550.625159304
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,5,5,128,32,0.6954650609999362,0.10078905761290277,3.819925846999922,546.805071738,550.624997585
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,5,6,128,32,0.6965417959999058,0.1007435556774204,3.819592021999938,546.804735581,550.624327603
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,5,7,128,32,0.6971830570000748,0.10079103635483798,3.821705184000052,546.8039458119999,550.625650996
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,6,0,128,32,0.698511649000011,0.10059371912902934,3.8169169419999207,550.628611973,554.445528915
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,6,1,128,32,0.6964484740000216,0.10058806964515966,3.8146786329999713,550.63057166,554.445250293
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,6,2,128,32,0.697664699000029,0.1006168558387102,3.8167872300000454,550.629552789,554.446340019
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,6,3,128,32,0.6983382759999586,0.1006120121612896,3.817310652999936,550.629257667,554.44656832
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,6,4,128,32,0.6967244730000175,0.10062376229032291,3.8160611040000276,550.630152817,554.446213921
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,6,5,128,32,0.6983883020000121,0.10061085622580704,3.81732484500003,550.628951436,554.446276281
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,6,6,128,32,0.6976751120000699,0.10060295229032128,3.8163666330000297,550.6297534939999,554.446120127
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,6,7,128,32,0.15839009600006193,0.11479033264516059,3.7168904080000402,550.628306214,554.345196622
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,7,0,128,32,0.7064402989999508,0.10069678158064592,3.828040527999974,554.448621581,558.276662109
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,7,1,128,32,0.16264426899999762,0.11494696880645132,3.7260003019999886,554.449128719,558.175129021
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,7,2,128,32,0.7043897489999154,0.10069888019355007,3.8260550349999676,554.450373643,558.276428678
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,7,3,128,32,0.7051275069999292,0.10067057061290495,3.8259151959999826,554.449480966,558.275396162
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,7,4,128,32,0.7060792819999051,0.1006834146129046,3.827265134999948,554.4488879,558.276153035
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,7,5,128,32,0.7055255850000322,0.10068870993548502,3.826875593000068,554.449848529,558.276724122
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,7,6,128,32,0.7047130199999856,0.1006930656774183,3.826198055999953,554.450159803,558.276357859
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,7,7,128,32,0.7068554850000055,0.1006902805806454,3.8282541830000127,554.44834961,558.276603793
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,8,0,128,32,0.7087107999999489,0.1005431493548412,3.825548430000026,558.278962802,562.104511232
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,8,1,128,32,0.7091806240000551,0.10053991438709428,3.8259179699999777,558.27870073,562.1046187
