split,sequence,block_id,workload_phase,prompt_tokens,output_tokens,concurrency,requested_power_limit_w,requested_clock_mhz,batch_index,request_index,prompt_tokens_observed,completion_tokens,ttft_s,tpot_s,total_s,start_elapsed_s,end_elapsed_s
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,7,6,128,128,0.9585586020000392,0.10154255809448827,13.85446348000005,1008.203814359,1022.0582778390001
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,7,7,128,128,0.9604551980000906,0.10153710188188869,13.855667136999955,1008.202133348,1022.0578004849999
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,8,0,128,128,0.9733476260000771,0.10156325025984303,13.871880409000141,1022.0603484989999,1035.932228908
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,8,1,128,128,0.9723972450001384,0.10156064502362058,13.870599162999952,1022.060969637,1035.9315688
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,8,2,128,128,0.971520862000034,0.10156238214960653,13.869943395000064,1022.062405358,1035.932348753
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,8,3,128,128,0.18709743299996262,0.10690503946456711,13.764037444999985,1022.0618483410001,1035.825885786
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,8,4,128,128,0.9723872540000684,0.10156537628346465,13.87119004200008,1022.061227011,1035.932417053
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,8,5,128,128,0.9719685039999604,0.1015614415275596,13.870271578000029,1022.061543946,1035.931815524
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,8,6,128,128,0.9733804709999276,0.10155933670078798,13.871416232000001,1022.060616382,1035.932032614
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,8,7,128,128,0.9741088509999827,0.10156215677952822,13.872502762000067,1022.059992164,1035.9324949260001
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,9,0,128,128,0.9844321730001866,0.10156269354330665,13.882894253000131,1035.936071167,1049.81896542
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,9,1,128,128,0.986065139999937,0.10155668840157586,13.883764567000071,1035.934748485,1049.818513052
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,9,2,128,128,0.9834941799999797,0.10156351184251992,13.88206018400001,1035.937141527,1049.819201711
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,9,3,128,128,0.9845018410001103,0.10154940333858233,13.881276065000066,1035.936424992,1049.817701057
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,9,4,128,128,0.990190278,0.10151993485826856,13.883222005000107,1035.935658703,1049.818880708
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,9,5,128,128,0.985340307999877,0.10156715271653512,13.884368702999836,1035.935057072,1049.819425775
